doc_id,ageManulex_m,freqManulexSfi_m,longMotOrtho_m,freqEqolSfi_m,longPh_m,cohesionSyn_m,hauteurPh_m,ageEqol_m,motSeuilOrtho_p,ageMels_m,maas_lemma_i,verbesConju_m,GNC_m,virgule_m,partPass_m,partPres_m,GV_m,phMarqueur_m,adp_p,simCosinNom_m,classi,cycle
se1fs02,6.51633986928105,55.0475583137633,6.43343653250774,55.8431966035567,17.6613712374582,0.405175102818625,5.41053511705686,7.21851851851852,0.198142414860681,8.02325581395349,5.58759464521212,1.43645484949833,2.47945205479452,1.69314381270903,0.365384615384615,0.0376254180602007,2.01369863013699,0.165551839464883,0.141304347826087,0.0441112466992969,X,premier
se1fs03,6.68439716312057,52.6583431253866,6.63486842105263,52.5850778387492,16.0909090909091,0.461669300936347,4.92626262626263,7.26923076923077,0.240131578947368,8.21686746987952,5.49337735323071,2.02323232323232,1.89230769230769,1.15353535353535,0.183838383838384,0.0676767676767677,2.49230769230769,0.209090909090909,0.106060606060606,0.0348288326452809,X,premier
se1fs05,6.3719512195122,57.6259207247676,6.29651162790698,55.1080428533987,12.2921348314607,0.477979662239812,4.61123595505618,7.1195652173913,0.174418604651163,7.94392523364486,4.96256898956292,1.38426966292135,2.15151515151515,1.22022471910112,0.206741573033708,0.0269662921348315,2,0.0404494382022472,0.121348314606742,0.00689116197131124,N,premier
se1fs06,6.56926952141058,53.2663278925971,6.58156028368794,52.4545220219667,23.9875592417062,0.335994889424811,6.06220379146919,7.3816199376947,0.231678486997636,8.20535714285714,5.86103907335995,2.82405213270142,2.81927710843373,2.28080568720379,0.906398104265403,0.123815165876777,2.66265060240964,0.199052132701422,0.12137359384251,0.0145725893424097,N,premier
se1fs08,6.55797101449275,54.3074143550176,6.31292517006803,55.2594411987914,12.8554778554779,0.421490696730273,4.90675990675991,7.29831932773109,0.204081632653061,7.92941176470588,4.79906067600304,1.12354312354312,2.33333333333333,0.354312354312354,0.312354312354312,0,1.58974358974359,0.0722610722610723,0.132867132867133,0.0118047698447382,X,premier
se1fs11,6.53703703703704,56.340270429344,5.74705882352941,57.1830543046402,14.9589977220957,0.43824289896272,5.26651480637813,7.125,0.105882352941176,7.70873786407767,4.94908372032389,1.80865603644647,2.42857142857143,0.694760820045558,0.521640091116173,0,2.17857142857143,0.161731207289294,0.118451025056948,0,X,premier
se1fs12,6.48192771084337,54.8744174903516,6.21428571428571,54.4641618757921,10.8268398268398,0.424995433478559,4.45021645021645,7.33333333333333,0.178571428571429,8.09090909090909,4.23913998300349,0.489177489177489,1.78260869565217,0.29004329004329,0.324675324675325,0.0346320346320346,1.52173913043478,0.0649350649350649,0.164502164502165,0.0804215248181867,X,premier
se1gp-2,6.41522491349481,55.1978395948739,6.10289389067524,55.7563606807147,15.7704248366013,0.447564044979469,4.74264705882353,7.2319391634981,0.147909967845659,8.01041666666667,5.5289284702925,2.03349673202614,1.62637362637363,0.933823529411765,0.401960784313726,0.042483660130719,2.54945054945055,0.254901960784314,0.116013071895425,0.014400937223742,N,premier
se1gp-4,6.44567219152855,54.1301316879531,6.35512367491166,54.53120731877,14.2971336293904,0.44904832404713,4.75211949939443,7.30083857442348,0.18904593639576,8.16109422492401,6.15450959436897,1.95438029874849,1.87301587301587,1.1114251110214,0.422688736374647,0.0754945498587,2.1005291005291,0.274121921679451,0.102460669624849,0.0601493515997464,N,premier
se1gp-5,6.65952380952381,49.7382184078312,7.20867768595041,51.0276734702839,25.402896642528,0.320757362612484,7.18959842001317,7.45988538681948,0.293388429752066,8.23636363636364,5.97576014888905,2.44502962475313,3.95161290322581,1.42527978933509,0.554970375246873,0.279131007241606,2.75806451612903,0.341672152732061,0.147465437788018,0.0274842325497936,X,premier
se1gp-7,6.47087378640777,53.435537174534,6.3310502283105,54.0821154424551,18.980823463057,0.40409402734022,5.47941342357586,7.25,0.200913242009132,8.1864406779661,5.89547876420777,2.22222222222222,2.3495145631068,1.6711787930062,0.423575860124083,0.0846023688663283,2.46601941747573,0.235194585448393,0.12112676056338,0.0412298625505928,N,premier
se1gp-8,6.55945945945946,53.1459805186518,6.50611246943765,52.3674153287202,17.0111809923131,0.445452087329958,5.05870020964361,7.27076411960133,0.205378973105134,7.97816593886463,5.82408457992419,1.80083857442348,2.13861386138614,1.61285814116003,0.440251572327044,0.172606568832984,1.96039603960396,0.16491963661775,0.135474860335196,0.0325936600993067,N,premier
se1gp-9,6.50545454545455,52.8484631657468,6.35117056856187,52.4817223132114,22.4444935869084,0.358893066616457,5.80406899601946,7.25490196078431,0.162207357859532,8.15238095238095,6.21715234920008,2.62450243255197,2.77118644067797,1.51923927465723,0.576735957540911,0.190181335692172,2.5593220338983,0.204776647501106,0.137107474568775,0.0372413250384662,N,premier
se1gp10,6.58267716535433,52.8221307426712,6.93917274939173,54.7746356989527,28.8215767634855,0.338668653966365,6.52697095435685,7.41374269005848,0.272506082725061,8.33905579399142,5.84348125086188,2.35981031416716,3.9,2.36455245998814,0.495554238292828,0.223473621813871,3.05,0.345583876704209,0.138707765263782,0.0756417032881127,X,premier
se1gp11,6.53767123287671,54.2421779692953,6.28343949044586,54.949870473154,18.3748870822042,0.440684659913988,5.23938572719061,7.118,0.203821656050955,7.9375,5.54987710416524,2.12466124661247,2.19354838709677,1.26377597109304,0.939476061427281,0.0794941282746161,2.70967741935484,0.104787714543812,0.121047877145438,0.0525612272205064,N,premier
se1ll01,6.45985401459854,57.7715597939179,5.84137931034483,58.4436701196608,24.0945945945946,0.3332703952183,6.26801801801802,6.94628099173554,0.151724137931034,7.84042553191489,4.85145153527918,2.20495495495495,3.26315789473684,1.27477477477477,0.54954954954955,0.0608108108108108,3.05263157894737,0.313063063063063,0.128378378378378,0.132103486415497,X,premier
se1mg01,6.45985401459854,57.7715597939179,5.84137931034483,58.4436701196608,24.0945945945946,0.3332703952183,6.26801801801802,6.94628099173554,0.151724137931034,7.84042553191489,4.85145153527918,2.20495495495495,3.26315789473684,1.27477477477477,0.54954954954955,0.0608108108108108,3.05263157894737,0.313063063063063,0.128378378378378,0.132103486415497,X,premier
se1mg02,6.27058823529412,59.1475667956825,5.82954545454545,59.5825832616107,16.9099526066351,0.335377386222632,6.16113744075829,6.9625,0.147727272727273,7.61666666666667,4.37157370070878,1.51658767772512,2.1875,1.03317535545024,0.151658767772512,0.151658767772512,2,0.018957345971564,0.109004739336493,0,X,premier
se1mg05,6.30526315789474,60.0352242524184,5.62886597938144,61.0102802082231,17.6254980079681,0.447940926628934,5.99203187250996,6.95402298850575,0.154639175257732,7.60606060606061,4.35859461153862,2.19521912350598,2.4375,0.525896414342629,0.800796812749004,0.195219123505976,2.0625,0.143426294820717,0.151394422310757,0.134716778392038,X,premier
se1mg06,6.59375,54.9247464900231,6.1030303030303,56.3799196224513,24.6177777777778,0.296612975520513,7.12666666666667,7.21897810218978,0.163636363636364,7.80412371134021,4.90357750852259,2.56666666666667,3.15,1.65111111111111,0.693333333333333,0.126666666666667,2.4,0.0311111111111111,0.142222222222222,0.013417525468193,X,premier
se1mg07,6.83018867924528,53.6751481702972,6.47368421052632,54.8475764775001,29.9846153846154,0.309330997230815,7.2,7.45555555555556,0.315789473684211,8.13793103448276,3.86671317961656,3.39230769230769,4.5,1.28461538461538,2.16153846153846,0.607692307692308,4.5,0,0.130769230769231,0,X,premier
se1mj-2,6.52796420581655,53.58572753462,6.28301886792453,52.6590233034179,20.4684405940594,0.402686645515872,5.64356435643564,7.33962264150943,0.169811320754717,8.05038759689922,5.98273396255718,2.20668316831683,2.16666666666667,1.15717821782178,1.27537128712871,0.0748762376237624,3.12222222222222,0.264232673267327,0.125541125541126,0.0337493287225471,N,premier
se1mj-4,6.6583850931677,52.4016160548329,6.68115942028986,50.3933721725914,14.2960151802657,0.453700591280366,4.87381404174573,7.62948207171315,0.246376811594203,8.2,5.65532012995115,1.88330170777989,2.23376623376623,1.05977229601518,0.425047438330171,0.0360531309297913,1.96103896103896,0.131878557874763,0.11100569259962,0,N,premier
se1mj-5,6.59029649595687,52.5406696690135,6.52322738386308,51.9323517214638,16.9560975609756,0.413993098957735,5.01184668989547,7.31375838926174,0.215158924205379,8.01777777777778,5.8172655898845,1.91777003484321,2.05504587155963,1.59651567944251,0.441114982578397,0.175609756097561,2.00917431192661,0.158885017421603,0.130313588850174,0.00483066210939497,N,premier
se1pa-1,6.45192307692308,56.1763783834427,5.76851851851852,53.3873224868763,18.0196078431373,0.385325932521664,5.04575163398693,7.21036585365854,0.0972222222222222,7.99230769230769,5.18848983181533,2.65686274509804,2.05405405405405,1.6437908496732,0.496732026143791,0.189542483660131,2.83783783783784,0.351307189542484,0.11437908496732,0.0406543351955093,N,premier
se1pa-3,6.63720930232558,52.040143195873,6.67052023121387,51.3174007749801,19.8523280055594,0.402221374759919,5.69110493398193,7.34637964774951,0.229768786127168,8.1989247311828,6.36349116030457,2.36865879082696,2.40764331210191,1.35059068797776,0.8227936066713,0.0764419735927728,2.70063694267516,0.235232800555942,0.121959694232106,0.0219464714806767,N,premier
se1pa-5,6.35067437379576,54.7009945055772,6.19633027522936,53.890004585526,17.2068827531012,0.422980907744375,5.06202480992397,7.18552036199095,0.144954128440367,8.0974025974026,6.12289998154738,2.19767907162865,2.19078947368421,1.47098839535814,0.450580232092837,0.188475390156062,2.40131578947368,0.17687074829932,0.124,0.0207451143019692,N,premier
se1pa-7,6.51860465116279,53.6901246721458,6.26939655172414,52.5941459257447,19.6827212522577,0.408343058764848,5.83684527393137,7.35793871866295,0.185344827586207,8.06299212598425,5.95229073775376,2.21432871763998,2.28865979381443,1.19566526189043,1.21131848284166,0.0933172787477423,2.93814432989691,0.216134858518964,0.119061936259772,0.0261825926320653,N,premier
se1pa-9,6.44124700239808,53.7276666660933,6.26590909090909,54.2817307859884,18.8543909348442,0.409343071620408,5.49348441926346,7.23455056179775,0.179545454545455,8.14225941422594,5.89126211169434,2.27025495750708,2.36274509803922,1.6657223796034,0.41643059490085,0.0730878186968839,2.46078431372549,0.2328611898017,0.123512747875354,0.0435143700198512,N,premier
se1pa13,6.45901639344262,53.4277085044333,6.39719626168224,53.31472401192,18.2932692307692,0.41193927086427,5.27987637362637,7.35566037735849,0.174454828660436,8.26869806094183,6.28123080938975,2.10817307692308,2.43712574850299,1.14010989010989,0.428571428571429,0.174793956043956,2.49700598802395,0.153846153846154,0.129807692307692,0.0167487224509658,N,premier
se1pa16,6.45183486238532,54.068663528178,6.35371179039301,54.1047731298594,31.6549450549451,0.312995727167752,7.38021978021978,7.2664907651715,0.174672489082969,8.26984126984127,5.95175463622263,2.73406593406593,3.61111111111111,2.97802197802198,0.515384615384615,0.406593406593407,2.98611111111111,0.176923076923077,0.140659340659341,0.076463975092563,N,premier
se1pa25,6.52408477842004,53.0562178344216,6.66302367941712,51.7377344909085,23.5482322130074,0.366167075613214,6.21606285464862,7.3435960591133,0.225865209471767,8.13758389261745,6.15231129025403,2.62636403317329,2.92660550458716,1.42950676560454,0.45176778699258,0.188563945875164,2.77064220183486,0.152771715408119,0.126145787865561,0.0323709647903176,N,premier
se1vp06,6.75235109717868,51.5790378105144,6.81766381766382,54.2820342204913,29.774343122102,0.362247015609791,7.16151468315301,7.50171821305842,0.253561253561254,8.38095238095238,5.69585845805417,2.96831530139104,4.45238095238095,2.68315301391036,0.720247295208655,0.345440494590417,3.04761904761905,0.552550231839258,0.141421947449768,0.0969153491057143,X,premier
se1vp08,6.55555555555556,54.5528779929101,6.38507462686567,55.692990717978,28.2353342428377,0.326032274548428,6.78854024556617,7.20879120879121,0.223880597014925,7.94845360824742,5.66231930195436,2.97953615279673,3.78571428571429,2.07844474761255,0.742837653478854,0.169167803547067,2.94642857142857,0.439290586630286,0.148703956343793,0.0929128772457453,X,premier
se1vp11,6.49511400651466,54.4604188452793,6.51384615384615,56.0654060693405,31.7028199566161,0.3068426010765,6.98481561822126,7.29636363636364,0.233846153846154,8.44162436548223,5.61454340082509,2.97180043383948,4.27083333333333,2.56977584960231,0.614605929139552,0.342010122921186,2.75,0.363702096890817,0.145336225596529,0.168223349160707,X,premier
se1vp12,6.50177935943061,55.8439353903247,6.26460481099656,56.8954797745148,22.6922462030376,0.37267299901568,6.01438848920863,7.124,0.202749140893471,7.9375,5.48244043344259,2.27737809752198,2.82758620689655,1.69064748201439,0.330935251798561,0.0511590727418066,2.46551724137931,0.236610711430855,0.134292565947242,0.210600496359964,X,premier
se1vp25,6.54320987654321,55.3806947541272,6.29761904761905,57.4459748034624,23.0268240343348,0.390604190964782,5.84871244635193,7.25806451612903,0.206349206349206,8.07843137254902,5.39731307326292,2.09656652360515,3.64285714285714,1.42167381974249,0.605150214592275,0.167381974248927,2.16666666666667,0.260729613733906,0.15450643776824,0.0487714810017946,X,premier
se1vp26,6.44055944055944,54.9839443789432,6.33774834437086,55.9920778381582,18.0322580645161,0.427923973803981,5.21994134897361,7.193359375,0.188741721854305,8.15934065934066,5.52096566644409,1.90127077223851,2.45762711864407,1.6080156402737,0.666666666666667,0.0664711632453568,2.22033898305085,0.258064516129032,0.126099706744868,0.0332994846479329,X,premier
se1vp27,6.63063063063063,53.8811328511657,6.46288209606987,55.5811303608347,22.5660847880299,0.386902415842494,6.17082294264339,7.30263157894737,0.235807860262009,8.02362204724409,5.28678697598879,1.78428927680798,3.44736842105263,1.97256857855362,0.492518703241895,0.103491271820449,1.97368421052632,0.197007481296758,0.164588528678304,0.0896437449125123,X,premier
se1vp30,6.71134020618557,52.1452679384072,6.92452830188679,54.5719531548404,24.1123499142367,0.35142242240809,6.42367066895369,7.49420849420849,0.257861635220126,8.36666666666667,5.59483688403756,1.9065180102916,3.71428571428571,1.92795883361921,0.745283018867924,0.130360205831904,2.59183673469388,0.328473413379074,0.149228130360206,0.0308923713941074,X,premier
se1xx02,6.48618784530387,54.8878061259361,6.51554404145078,52.8286607902836,23.5127147766323,0.354445109484308,5.85429553264605,7.1763698630137,0.227979274611399,8.01421800947867,5.77807686189045,3.18556701030928,2.42253521126761,1.84742268041237,0.567697594501718,0.271477663230241,3.05633802816901,0.350515463917526,0.116151202749141,0.0264469113446122,N,premier
se2fs01a,6.51546391752577,56.5449520382953,6.08,58.5475497439248,20.8701298701299,0.350732018957785,6.26298701298701,7.12209302325581,0.19,8.18518518518519,4.50871332186794,2.09090909090909,3.46666666666667,1.32467532467532,1.1461038961039,0,2.26666666666667,0.146103896103896,0.142857142857143,0.150686857053363,X,premier
se2fs01b,6.390625,55.6881831045748,6.25352112676056,57.4104100787677,23.2769230769231,0.298718319208577,6.3025641025641,7.0948275862069,0.183098591549296,7.83720930232558,4.07450128163734,2.76923076923077,3.55555555555556,1.63589743589744,2.13333333333333,0,3.33333333333333,0,0.107692307692308,0,X,premier
se2fs01c,6.44285714285714,56.4518834563747,5.90277777777778,58.6501333466667,27.375,0.315777845546501,7.32291666666667,7.265625,0.152777777777778,8.15555555555556,4.10494773238428,2.65104166666667,3.875,2.16666666666667,1.95833333333333,0,2.75,0,0.166666666666667,0.121212121212121,X,premier
se2fs01d,6.46913580246914,57.0086792934709,5.97619047619048,55.4169666947651,43.8951965065502,0.268303249004003,7.14410480349345,7.35294117647059,0.130952380952381,8.03921568627451,4.26217206460195,3.48471615720524,6.2,2.54148471615721,2.49344978165939,0,5.8,0.375545851528384,0.179039301310044,0.0697322766088412,X,premier
se2fs01f,6.54716981132075,54.4719928143387,5.78947368421053,57.389284491667,51.010989010989,0.170707737777163,7.58241758241758,7.22340425531915,0.12280701754386,8,3.90936516498208,1.56043956043956,7.25,3.64285714285714,0.725274725274725,0,2,0.28021978021978,0.186813186813187,0.272040063837538,X,premier
se2fs02a,6.38461538461539,57.6511564213807,6.03614457831325,57.0362401077757,21.3172690763052,0.387363260896457,6.18473895582329,7.16428571428571,0.192771084337349,7.71698113207547,4.19950636133066,2.77911646586345,2.66666666666667,1.67871485943775,1.81124497991968,0.168674698795181,4.16666666666667,0.261044176706827,0.112449799196787,0,N,premier
se2fs02b,6.45569620253165,56.4430103218017,5.88235294117647,56.1530076274019,26.3675213675214,0.364118977439186,7.48290598290598,7.11194029850746,0.176470588235294,8.15094339622642,4.28935296422899,2.94444444444444,4.66666666666667,2.22649572649573,1.48717948717949,0.341880341880342,3,0.14957264957265,0.145299145299145,0.0437885669949714,X,premier
se2fs03,6.63098591549296,52.4984570310561,6.7265625,55.2234942199783,20.5237410071942,0.388659981668594,6.03741007194245,7.31846153846154,0.2421875,8.30837004405286,5.77300545155723,1.59712230215827,3.06849315068493,1.24892086330935,0.351798561151079,0.0107913669064748,2.17808219178082,0.298561151079137,0.152517985611511,0.0785001805827421,X,premier
se2fs04a,6.44144144144144,55.9020143165581,6,55.9996967582926,33.4104234527687,0.305045190460854,7.65798045602606,7.20212765957447,0.153846153846154,8.01388888888889,4.66800667909532,3.1400651465798,3.84615384615385,2.87622149837134,0.947882736156352,0.0684039087947883,2.30769230769231,0.133550488599349,0.127035830618893,0,X,premier
se2fs04b,6.28089887640449,58.9340453728074,5.21428571428571,59.5363907985901,26.6699346405229,0.298967786345569,5.6078431372549,6.85802469135802,0.0714285714285714,7.78461538461538,4.40708736985378,2.21241830065359,3.90909090909091,2.9640522875817,1.4281045751634,0.287581699346405,3.36363636363636,0.284313725490196,0.0947712418300654,0.0913393861410071,N,premier
se2fs04c,6.46153846153846,59.4342505625614,5.1375,58.7255976956936,25.412037037037,0.43385685044734,5.75462962962963,7.11764705882353,0.1,7.96296296296296,4.24559090806054,2.71759259259259,3.625,2.53703703703704,1.64814814814815,0.319444444444444,4.125,0.175925925925926,0.125,0.195635442579917,N,premier
se2fs04d,6.51260504201681,54.8629762942282,6.25,54.5386636612799,16.452380952381,0.360422020491267,5.68452380952381,7.28,0.1875,7.82191780821918,4.65488642223478,1.71428571428571,2.85,0.755952380952381,0.767857142857143,0.0327380952380952,2.35,0,0.104166666666667,0.0305783030903938,N,premier
se2fs05,6.44554455445545,57.3273844922654,6.03271028037383,58.7937843515321,21.6105563480742,0.372120373002431,5.89586305278174,6.90106951871658,0.172897196261682,7.7410071942446,5.19037510092741,2.39657631954351,2.6,1.74893009985735,0.663338088445078,0.10413694721826,3.33333333333333,0.238231098430813,0.138373751783167,0.0424054003335352,X,premier
se2fs06,6.31095406360424,57.8066665885859,5.69899665551839,54.9563076477093,14.2619834710744,0.466756878605126,4.76611570247934,6.96170212765957,0.117056856187291,7.56315789473684,5.495367562541,2.05123966942149,1.76923076923077,0.669421487603306,0.470247933884298,0.0619834710743802,2.40659340659341,0.180165289256198,0.0966942148760331,0.0494762153693516,N,premier
se2fs07,6.36992840095465,55.5809132426086,6.02217294900222,55.5314217071316,23.5092269326683,0.324873012953116,5.87231920199501,7.02754820936639,0.155210643015521,7.8021978021978,5.9743779186244,2.68428927680798,2.16239316239316,2.30773067331671,0.496259351620948,0.127680798004988,2.47863247863248,0.213965087281796,0.105236907730673,0.0505419655636491,N,premier
se2gp-3,6.29857819905213,58.3027935385742,5.63761467889908,57.2097456214532,15.5602094240838,0.422604828204577,5.08769633507853,6.99734042553191,0.123853211009174,7.77333333333333,5.20620269974285,1.77486910994764,2.04081632653061,1.17931937172775,1.04450261780105,0.0301047120418848,2.73469387755102,0.205497382198953,0.115183246073298,0.0425049005529908,N,premier
se2gp-4,6.40493827160494,55.9652624565154,5.81947743467934,55.4662192709908,27.2428494333513,0.317095343055405,6.52833243389099,7.11376404494382,0.133016627078385,7.83011583011583,5.85694392245897,3.39287641662169,2.04545454545455,1.47706422018349,1.39719373988127,0.0339989206691851,3.2,0.300053966540745,0.0922827846735024,0.0684415486839098,N,premier
se2gp-5,6.55696202531646,52.5194315458411,6.47514619883041,51.3414965486711,26.4262571717854,0.330874440007301,6.20924738440769,7.35458167330677,0.192982456140351,8.17142857142857,6.34525556536115,2.75531555855552,2.85294117647059,3.1981100236247,0.784340195747553,0.166047924400945,2.68382352941176,0.342220722240972,0.126560917988525,0.0816797909072802,N,premier
se2gp-6,6.6380027739251,51.3253450418866,6.65389527458493,50.0314888724475,18.1012474615608,0.390727185981032,5.57035102988106,7.3641404805915,0.222222222222222,8.12962962962963,6.51287157886997,2.17203365245141,2.37931034482759,1.5268349289237,0.642007542790833,0.0980562808239048,2.44827586206897,0.205395996518712,0.109950681752248,0.0559982985395955,N,premier
se2gp-7,6.68503937007874,53.3930664277812,6.52434456928839,51.8286606826182,28.2866108786611,0.354568488549283,6.5826359832636,7.3717277486911,0.220973782771536,8.29655172413793,5.40890716277701,3.22698744769874,4.36111111111111,2.27405857740586,1.72175732217573,0.195606694560669,3.55555555555556,0.153765690376569,0.128661087866109,0.0541771685086412,N,premier
se2gp-9,6.42520612485277,53.8631898317064,6.36165327210103,51.2549060035542,20.169395465995,0.420625683926681,5.31507136859782,7.26,0.163030998851894,8.26114649681529,6.57907005142003,2.72753988245172,1.87581699346405,1.7632241813602,0.515113350125945,0.0541561712846348,2.69607843137255,0.228169605373636,0.0959277917716205,0.0562116253174985,N,premier
se2gp10,6.35696821515892,56.6882417071045,6.03512880562061,56.9670059754402,14.5400179856115,0.471435901621975,4.65962230215827,7.12972972972973,0.161592505854801,7.88530465949821,5.85999350438509,2.11780575539568,1.61212121212121,1.19109712230216,0.156025179856115,0.0121402877697842,2.49090909090909,0.133992805755396,0.0827338129496403,0.0651585802210185,N,premier
se2mg03,6.4703196347032,54.5884499111499,6.64444444444444,53.5266281815175,15.5482912332838,0.421158018843028,5.518573551263,7.33611111111111,0.235555555555556,8.08,5.24734900021888,1.91381872213967,2.40909090909091,0.950965824665676,0.526002971768202,0.185735512630015,2.18181818181818,0.0312035661218425,0.13075780089153,0.0415760840607923,N,premier
